JPM_2019.pdf,JPM_2018.pdf,JPM_2020.pdf,JPM_2021.pdf,JPM_2022.pdf
,,,"Achieving these goals will require unprecedented levels of investment in community and economic development, particularly in emerging economies.",
,,,Our Firm launched the JPM DFI in 2020 to mobilize capital towards sustainable development in emerging markets.,
,,,"By assessing transactions with anticipated development impact, the JPM DFI seeks to expand the market for development finance and attract capital to transactions that offer both potential financial returns and advance the SDGs.",
,,,"In 2021, the JPM DFI assessed transactions to have anticipated development impact for a total combined amount of $117 billion.",
,,,"JPM DFI also acts as development finance structuring agent for a diverse set of corporate and sovereign transactions, which involves assisting clients to measure, manage and communicate the development impact of their transaction with investors and other stakeholders.",
,,,"32 32 Excludes transactions that overlap with Green, representing a total combined amount of $7 billionFostering Mongolia’s Healthcare, Transport Infrastructure and Technology Sectors In June 2021, the Government of Mongolia issued a $1 billion sovereign bond, where JPM DFI acted as joint bookrunner and development finance structuring agent.",
,,,"The Government of Mongolia plans to use the proceeds from the issuance of the bond to improve the country’s healthcare, transport infrastructure and technology sectors, addressing key development gaps in the region.",
,,,"In particular, the proceeds of the bond are expected to address these challenges by: • Building a second branch of the National Cancer Center to improve early detection and improve diagnostic and treatment capacity; • Promoting sustainable public transportation in Ulaanbaatar, increasing the capacity of the public transport system by procuring 1,500 electric buses, which are also expected to reduce fuel costs by 65% and improve access for people with disabilities; • Issuing citizens and registered organizations digital signatures; and • Introducing platforms that incorporate and advance new technologies for government services, including a nationwide unified and integrated address information system.",
,,,"The JPM DFI mapped the transaction to SDGs #3, #11 and #16, associated with ensuring healthy lives, fostering sustainable cities and communities and promoting inclusive societies for sustainable development.",
,,,"For more information on the JPM DFI, see the 2021 Annual Report .",
,,,"Ulan Bator, Mongolia 45 INTRODUCTION ENVIRONMENTALSOCIAL Feature: Our Commitment to Racial Equity Diversity, Equity & InclusionHuman CapitalInclusive Growth GOVERNANCE ESG REPORT APPENDICESStrengthening Financial Health and Wealth Creation Access to relevant, useful and affordable financial services is a critical foundation for achieving financial stability.",
,,,"However, nearly 7.1 million households in the U.S. are “unbanked” – meaning no one in the household has a checking or savings account – according to the FDIC.",
,,,The FDIC found that not having sufficient money to meet minimum balance requirements was the most common reason households cited for being unbanked.,
,,,"Additionally, access to financial services is not equally distributed: Black, Hispanic and Latino households represent 64% of the country’s unbanked, despite the fact that they make up only 32% of the U.S. population.",
,,,"3433 JPMo rgan Chase is leveraging our reach and expertise to expand access to banking, develop products that meet the needs of low- and moderate-income consumers and provide financial health education and other resources and tools that help people become financially resilient and, ultimately, build wealth.",
,,,"We are also supporting a federal wealth and savings agenda to pilot portable benefits, incentivizing savings policies to help families build emergency savings, and seeding baby bonds to build wealth.",
,,,"ACCESS TO BANKING SERVICES As part of our Racial Equity Commitment (see page 21), we pledged to help one million consumers open low-cost checking or savings accounts over five years through expanded awareness of our Chase Secure Banking SM product.",
,,,"Chase Secure BankingSM accounts have no overdraft fees and provide users with the benefits of being a Chase customer, like access to thousands of fee-free ATMs, free money orders and cashier’s checks, Chase’s mobile app and support from bankers in person or by phone.",
,,,"Chase Secure Banking SM has been certified by Bank On for meeting the National Account Standards as a low-cost, low-fee account.",
,,,"In the 12 months following our announcement of our Racial Equity Commitment in October 2020, we helped customers open more than 200,000 low-cost checking accounts with no overdraft fees.",
,,,"All told, since its launch in 2019, Chase Secure Banking SM has been made available to 1.3 million accounts to help people access mainstream banking.We continue to invest in our digital channels – including online and mobile banking – which are an important way for us to reach our customers and provide them access to our products and services, particularly during the COVID-19 pandemic.",
,,,"At the same time, our bank branches are a key part of our strategy to expand access to banking services.",
,,,The Firm has opened bank branches in all of the lower 48 states.,
,,,"And, since January 2021, we have opened 47 out of 100 planned new branches in LMI communities, many within Black, Hispanic and Latino populations.",
,,,"As of December 2021, approximately 27% of Chase branches in new markets are in LMI communities.",
,,,"We have also committed to open 17 Community Center Branches, which offer additional resources for communities that have lacked access to traditional banking, and to hire more than 150 Community Managers (see page 48).",
,,,"In addition, we are increasing marketing to reach more customers who are currently underserved, underbanked or unbanked.",
,,,TOOLS TO HELP OUR CUSTOMERS ACHIEVE THEIR FINANCIAL GOALS Our Firm provides affordable and scalable products and services that help our customers strengthen their financial health.,
,,,"Our aim is to not only offer tools that help customers manage their daily lives, but also provide access to products and services that enable them to meet long-term goals and make wealth-building investments in areas like retirement savings, education, homeownership and growing a small business.",
,,,"One tool we offer is Autosave, which allows customers to identify their savings goals and set up automatic transfers to fund them.",
,,,Autosave helps build a saving habit by automating transfers from customers’ checking to their savings accounts and allowing them to monitor their progress through a savings dashboard.,
,,,The number of customers enrolled in Autosave grew by 39% in 2021 to nearly 3.3 million.,
,,,"On average, customers saved 47% more per month using Autosave in 2021 compared with the prior year.Another tool we provide is Budget, which gives customers a simple way to create a monthly budget based on their income, recurring expenses and flexible spending.",
,,,Budget then tracks all of their Chase credit and debit card spending so that they can stay on track and identify additional ways to save.,
,,,"In addition, with Chase Credit Journey SM we help consumers – regardless of whether they are Chase customers – build, manage and repair their credit.",
,,,"This free resource enables consumers to check their credit score and view their full credit report online, and also offers automatic alerts and a score simulator that demonstrates how certain actions can impact credit scores.",
,,,"We provide information about these tools, as well as other information and tips to manage a budget, grow savings and build credit, on our online Financial Goals resource center.",
,,,"33 Source: https://www.fdic.gov/analysis/household-survey/index.html (Note: 2019 is latest data available as FDIC only does this survey biennially) 34 Source: https://www.bcg.com/publications/2021/unbanked-and-underbanked-households-breaking-down-the-myths-towards-racial-equity-in-banking 46 INTRODUCTION ENVIRONMENTALSOCIAL Feature: Our Commitment to Racial Equity Diversity, Equity & InclusionHuman CapitalInclusive Growth GOVERNANCE ESG REPORT APPENDICESFINANCIAL HEALTH RESOURCES FOR HBCU STUDENTS In 2021, we launched a program to deliver financial health resources to HBCU students across the U.S.",
,,,The program – called #BackToTheYard presented by Chase – is one part of our broader Firmwide strategy to help close the racial wealth gap by investing in the success of HBCU students and the institutional capacity of HBCUs.,
,,,"Delivered through our Advancing Black Pathways initiative and initially launched at seven partner HBCUs, the program is designed to empower HBCU students to take charge of their financial health through education on topics such as budgeting, credit use and managing student expenses.",
,,,We are also making available for all HBCUs a curated set of web-based resources on financial health and other topics.,
,,,"Our aim is to deliver financial health education to 10,000 HBCU students annually.",
,,,"In addition, our Firm has committed $1 million annually over five years to the Student Financial Hardship Fund.",
,,,The money will be distributed by the United Negro College Fund and the Thurgood Marshall College Fund to students at HBCUs that need aid to stay in school.,
,,,"We know that supporting students with emergency funds – to buy books, pay a security deposit or medical bill, address short-term food insecurity or meet other needs – helps them to continue their studies and graduate, which makes a profound impact on their long-term economic success.",
,,,"INVESTMENTS IN COMMUNITY ORGANIZATIONS As part of a five-year, $125 million commitment to improving financial health in underserved communities, JPMorgan Chase is working closely with community organizations to address the unique financial needs of people who too often get left behind, including low-income women, immigrants, people of color and the aging.",
,,,"In 2021, for example, our Firm provided a $3 million low-cost loan to Capital Good Fund, a non-profit CDFI with a mission to create pathways out of poverty and advance a green economy through inclusive financial services.",
,,,Capital Good Fund offers consumer loans as well as personalized financial and health coaching to families across multiple states.,
,,,"Capital Good Fund issues loans for emergencies, immigration expenses, energy efficiency upgrades, residential solar installations and other personal expenses.",
,,,Our loan will support Capital Good Fund's origination of consumer loans to low-to-moderate income households.,
,,,"POLICY SOLUTIONS JPMorgan Chase is working to advance policy that expands access to banking, improves cash flow management, develops and strengthens access to credit and builds savings and wealth.",
,,,"For example, we are engaging with regulators about ways to minimize the disproportionate impacts of overdraft fees on low- and moderate-income communities, advocating for flexibility in innovation around credit and liquidity solutions that are designed to protect consumers, and supporting policies around structural changes to public assistance programs.",
,,,Our belief in structural solutions to wealth-building informs our support and advocacy of baby bonds and other wealth-building policies that address the racial wealth gap.,
,,,"Across all these areas, we are sharing our Firm’s insights, data and experience about the unique challenges, and solutions that meet the needs of low- and moderate-income communities.",
,,,"Helping Customers Avoid Overdraft Fees In 2021, we announced enhancements to Chase checking accounts that will help millions of customers save on overdraft fees.",
,,,"This included expanding the overdraft cushion; up from $5 to $50, which means customers pay no overdraft fees when their account is overdrawn by $50 or less at the end of the business day.",
,,,We also eliminated the returned item fee so that customers pay no fee if Chase doesn’t pay a check or electronic payment because the customer does not have enough money in their account.,
,,,"Beginning in June 2022, we are expecting to provide customers an extra day to catch up and customers will have until the end of the next business day to bring their balances back to $50 or less to avoid overdraft fees from the previous day.",
,,,"In addition, Chase plans to enable customers to access direct-deposited payroll up to two business days early.",
,,,These and other enhancement build on Chase’s ongoing commitment to improve customers’ financial health.,
,,,"47 INTRODUCTION ENVIRONMENTALSOCIAL Feature: Our Commitment to Racial Equity Diversity, Equity & InclusionHuman CapitalInclusive Growth GOVERNANCE ESG REPORT APPENDICESAkron, Ohio Corktown in Detroit Crenshaw in Los Angeles Fifth Ward in Houston Gentilly Woods in New Orleans Harlem in New York City 36 Mattapan in Boston Oak Cliff in Dallas Oakland, California South Shore in Chicago Ventura Village in Minneapolis 37 Wards 7 and 8 in Washington, D.C.2 4316 87 510 1211 92 431 6 875 10 12119FROM COMMUNITY BANKING TO COMMUNITY BUILDING Helping individuals strengthen their financial health and build long-term wealth begins with trust and access – which includes being able to walk down the street to the bank to deposit a paycheck or knowing where to get trusted financial advice or how and when to apply for a loan.",
,,,"In underserved communities, this kind of access is too often missing.",
,,,That’s where our Community Center branches come in.,
,,,"Since October 2020, we have opened an additional 10 Community Center branches in LMI communities – bringing our total number to 12 – many of which are located in urban areas with Black, Hispanic and Latino populations.",
,,,The majority were built with minority contractors as part of our effort to engage more diverse vendors (learn more on page 40).,
,,,"At these branches, we are offering not only all our traditional banking services, but also collaborating with local organizations to offer free resources including homebuyer workshops, career and mentoring sessions and financial health seminars.",
,,,"The branches also have space to host grassroots community events, small business pop-ups and more.",
,,,"Since October 2020, we hired more than 100 Community Managers in underserved communities who serve as local ambassadors to build and nurture relationships with community leaders, nonprofit partners and small businesses.",
,,,"Community Managers are dedicated to building trust with the community to offer guidance, expertise and provide accessible tools, resources and information related to financial health.",
,,,"By the end of 2021, Community Managers hosted more than 1,300 Financial Health events with more than 36,000 people in attendance, and participated in more than 600 Community Service events.",
,,,"Neighborhoods Served by Chase Community Center Branches35The Role of a Chase Community Manager To help expand access to banking in Black, Hispanic and Latino communities and improve financial health, we pledged to hire 150 Chase Community Managers in branches in under - represented communities across the country.",
,,,"These individu - als serve as local ambassadors to build relationships with community members, and work together with local organiza - tions to offer financial health workshops, events and advice that is tailored to the need of local residents.",
,,,They also work closely with Chase Community Home Lending Advisors and Senior Business Consultants to help local residents and entre - preneurs set their financial goals and identify the right prod - ucts and services to support those goals.,
,,,"“It’s an honor to play a part in helping individuals and businesses achieve their financial goals, no matter what those goals may be,” said Jordan King, Los Angeles Community Manager.",
,,,"“We’re here to provide education and support to help break down barriers that drive lasting change, and discuss important topics like budgeting, saving and building credit.",
,,,"It starts with meeting residents right where they are, and that’s exactly what we’re doing.” 35 As of December 31, 2021.",
,,,36 Opened prior to October 2020 announcement of our Racial Equity Commitment.,
,,,37 Opened prior to October 2020 announcement of our Racial Equity Commitment.,
,,,"48 INTRODUCTION ENVIRONMENTALSOCIAL Feature: Our Commitment to Racial Equity Diversity, Equity & InclusionHu man Capital Inclusive Growth GOVERNANCE ESG REPORT APPENDICESGovernance We are committed to setting high standards in our business activities and with our stakeholders.",
,,,"Our governance structures are designed to promote accountability, transparency and ethical behavior, consistent with our corporate standards and Business Principles.",
,,,"We regularly evaluate and enhance our governance structures, processes and controls to make sure we are operating at the highest level of performance.",
,,,"49 Corporate Governance and ESG Oversight Our strong corporate governance practices help us protect the interests of stakeholders, including customers, clients, employ - ees, shareholders and communities.",
,,,"The Firm believes that continued success rests on adherence to its Business Princi - ples, which focus on how we strengthen, safeguard and grow our company over time.",
,,,These principles apply consistently across lines of business and geographies where we operate.,
,,,Board of Directors The Board is responsible for oversight of the business and affairs of the Firm.,
,,,"It is also responsible for setting the “tone at the top” to promote a culture of accountability, ethical conduct and strong corporate values across the Firm.",
,,,"Its core areas of oversight include strategy, executive performance and talent management, financial performance and condition, risk management and internal control framework and ESG matters.",
,,,Our Board is guided by the Firm's Governance Principles.,
,,,"Our sound governance practices include: annual election of all directors by majority vote, 100% principal standing committee independence, Board oversight of corporate responsibility and ESG matters, stock ownership for directors and ongoing director education.",
,,,"In 2021, directors were provided with education on subjects including DEI, the Firm's climate risk management framework and cybersecurity and technology.",
,,,"Except for our CEO, all of our directors are independent under the standards set forth by the New York Stock Exchange and the Firm’s Corporate Governance Principles .",
,,,"In addition, we hav e a Lead Independent Director who is appointed annually by the independent directors and facilitates independent Board oversight of management.",
,,,"JPMorgan Chase seeks director candidates who uphold the highest standards, are committed to the Firm’s values and are strong independent stewards of the long-term interests of shareholders, employees, customers, suppliers and communities in which we work.",
,,,"The Board, including the Corporate Governance & Nominating Committee, considers Board composition holistically, with a focus on recruiting directors who have the qualities required to effectively oversee the Firm, including its present and future strategy.",
,,,"The Board seeks directors with expertise in executive fields who will bring experienced and fresh perspectives and insight, and come together to effectively challenge and provide independent oversight of management.",
,,,"The Board looks for candidates with a diversity of experience, perspectives and viewpoints, including diversity with respect to gender, race, ethnicity and nationality.",
,,,"As of April 2022, there are 10 directors on our Board, including four directors who identify as women and one director who identifies as Black.The Board oversees management directly and through its five standing committees: • Public Responsibility Committee • Compensation & Management Development Committee • Risk Committee • Audit Committee • Corporate Governance & Nominating Committee Each committee operates pursuant to a written charter.",
,,,"These charters , and the Firm’s Corporate Governance Principles guide the Board’s governance and oversight functions.",
,,,Our annual Proxy Statement includes information about the membership and responsibilities of these committees.,
,,,Senior Management Our management structure is designed to encourage effective leadership that is consistent with our corporate standards and promotes a strong corporate culture.,
,,,"We manage our Firm on a line-of-business basis, while also maintaining strong corporate functions and appropriate governance of our subsidiaries.",
,,,"Our Firm’s most senior management body is the Operating Committee, which is responsible for developing and implementing corporate strategy and managing operations.",
,,,"As of December 31, 2021, 37% of seats on the Operating Committee were held by women.",
,,,Our Board reviews succession planning for the CEO and the members of the Operating Committee at least annually.,
,,,"In accordance with our compensation philosophy, the Compensation & Management Development Committee uses a balanced and disciplined approach to assess the performance of members of the Operating Committee throughout the year against four broad dimensions; business results; risk, controls and conduct; client/customer/stakeholder, including our engagement in communities and commitment to provide economic opportunity to underserved communities, and address environmental and social issues such as climate change and racial equity; and teamwork and leadership, including creating a diverse, inclusive, respectful and accountable environment and developing employees, managers and leaders as key drivers of our human capital management strategy.",
,,,50 INTRODUCTION ENVIRONMENTALSOCIALGOVERNANCE Corporate Governance and ESG Oversight Stakeholder EngagementRisk ManagementData Privacy and CybersecurityBusiness EthicsPolitical Engagement and Public Policy ESG REPORT APPENDICESOversight and Management of ESG Responsibility for oversight and management of ESG is defined at multiple levels within the organization.,
,,,"Oversight of ESG matters is an important part of the Board's work in setting the policies and principles that govern our business, including the Firm's governance-related policies and practices, our systems of risk management and controls, our investment in our employees and how we advance sustainability in our business and operations.",
,,,"In the past year, in addition to the work of the committees, all directors participated in full Board discussion regarding the Firm's approach to COVID-19, racial equity and climate change.",
,,,"Additionally, our director education program includes ESG issues.Each of the Board’s standing committees oversees reputational and conduct risks, within its scope of responsibility, and assists the Board in its oversight of various ESG issues.",
,,,"For example: • The Public Responsibility Committee oversees the Firm’s significant policies and practices regarding political contributions, major lobbying priorities and principal trade association memberships that relate to the Firm's public policy objectives.",
,,,"• The Compensation & Management Development Com - mittee, among other things, reviews and approves the Firm’s compensation and qualified benefit pro - grams.",
,,,"It also oversees the Firm’s culture, including reviewing diversity programs, which includes the Accountability Framework as it applies to members of the Operating Committee (see page 27).",
,,,"• The Risk Committee assists the Board in its oversight of management’s responsibility to implement a global risk management framework reasonably designed to identify, assess and manage the Firm’s risks, includ - ing ESG risks.• The Audit Committee helps oversee management’s compliance with the Firm’s ethical standards, policies, plans and procedures, and with laws and regulations.",
,,,"It also reviews the program established by manage-ment that monitors compliance with the Code of Con-duct, and reviews the record of such compliance.",
,,,"• The Corporate Governance & Nominating Committee exercises general oversight with respect to the gov - ernance of the Board, including its composition, nominees and framework for self-assessment.Senior management – including the Operating Committee and leaders within each of our lines of business – is responsible for driving strategy and execution on ESG matters across the Firm.",
,,,"The Chief Risk Officer, the Head of Human Resources, the Global Head of Diversity and Inclusion, the Global Head of Corporate Responsibility, the Global Head of Sustainability and other senior leaders provide periodic updates on ESG initiatives to the Operating Committee and Board of Directors.",
,,,"ESG efforts are spearheaded by several specialist teams across the Firm, with some examples including: • The Office of the Secretary partners with senior man - agement, control groups, lines of business and corpo - rate units to promote effective governance of the Firm.",
,,,"It also works closely with the Board of Directors on ESG matters, including responding to shareholder proposals.",
,,,"• The Office of Diversity, Equity and Inclusion leads the development and implementation of the Firm’s strategy to enhance DEI within our organization and support underserved communities.",
,,,"This includes continuing to advance programs and initiatives that incorporate a diversity lens into how the Firm develops products and services, serves clients, helps communities and sup - ports employees.",
,,,"• Our Corporate Responsibility team works to design, implement and evaluate community and philanthropic programs that open new pathways to economic oppor - tunity for individuals, provide actionable insight to civic and community leaders and protect the environment.",
,,,"It is composed of Government Relations, Public Engage - ment, Sustainability, Global Philanthropy and Research and Policy teams.• Our Corporate Sustainability team, which reports to the Global Head of Corporate Responsibility, provides advice on the Firm’s approach to managing ESG matters, sup - porting the development of sustainability- and climate-fo - cused business strategies and financing opportunities, engaging with stakeholders and facilitating external reporting on these matters.",
,,,"• Our Operational Sustainability team coordinates groups across our Chief Administrative Office – which includes Global Real Estate, Global Supplier Services and Firmwide Business Resiliency – to develop and execute the Firm’s strategy to minimize the environmental impact of our operations and supply chain.",
,,,"This team is responsible for achieving our operational sustainability targets, including our commitment to maintain carbon neutral operations and source renewable energy for 100% of our global power needs annually.",
,,,"• Our Climate Risk and Global Environmental and Social Risk Management (""GESRM"") teams are responsible for estab - lishing our internal approach to managing climate risk as well as the Firm’s environmental and social risk standards.",
,,,"51 INTRODUCTION ENVIRONMENTALSOCIALGOVERNANCE Corporate Governance and ESG Oversight Stakeholder EngagementRisk ManagementData Privacy and CybersecurityBusiness EthicsPolitical Engagement and Public Policy ESG REPORT APPENDICESStakeholder Engagement Our Firm has a range of stakeholders, including customers and clients, employees, communities, shareholders, regulators and policymakers, ESG raters, research analysts and suppliers.",
,,,"We engage with these stakeholders throughout the year to obtain insight into their needs and perspectives, as well as to share information about our Firm’s strategy, practices and performance.",
,,,"Responsibility for engaging with stakeholder groups is widely shared across our Firm’s lines of business and corporate functions, and we engage through numerous channels.",
,,,"The insight we gain from our engagement with key stakeholders feeds into the Firm’s business strategies, products and services and policies and procedures.",
,,,"Stakeholder Group How We Engage CUSTOMERS AND CLIENTS We are helping support our small business and consumer finance customers meet their financial needs, as well as our corporate and institutional clients.",
,,,"We regularly solicit and respond to customer and client feedback about our products, services and organization as a whole, and endeavor to build long-lasting relationships based on trust and mutual respect.• We engage regularly with our customers in our branches and through our website and social media platforms.",
,,,We take pride in providing inclusive interaction.,
,,,"For example, we have multi-lingual staff in many of our branches and are investing in sign language interpreters at key locations – e.g., near Gallaudet University in Washington, D.C. We also seek customer feedback via online and in-branch surveys, with the aim of improving customer interaction and experience, and have a conduct hotline through which our customers can anonymously raise concerns and report misconduct.",
,,,"• We also engage with our clients through one-on-one meetings, roundtables and conferences – for example, the Firm’s Annual Health Care Conference, which aims to connect global industry leaders, emerging fast-growth companies and innovative technology creators.",
,,,"• We listen and respond to the needs of our customers and clients by offering products and services that emphasize social and environmental responsibility, including lending for affordable housing and electric vehicles and supporting minority-owned businesses through financial literacy coaching.",
,,,EMPLOYEES Our people are at the heart of JPMorgan Chase and are vital to our success.,
,,,We work to understand our employees’ evolving needs and perspectives.,
,,,"• We engage with our employees through surveys, including our global Employee Opinion Survey and Exit Surveys; town hall and small group meetings; focus groups; blogs, articles and newsletters; online feedback tools; and other forums.",
,,,• Engagement surveys are conducted periodically and allow us to identify areas of strength and opportunities for improvement to promote continued employee satisfaction and retention.,
,,,"• Our CEO-led Town Halls cover topics such as business strategy and outlook, emerging industry trends and our progress on key Firm initiatives such as the $30 billion Racial Equity Commitment and $2.5 trillion Sustainable Development Target, and provide opportunities for employees to ask questions of our senior management.",
,,,"COMMUNITIES We are committed to ensuring the Firm's decisions are informed by diverse perspectives, particularly those of the communities we serve.",
,,,• We are engaging with external stakeholders in a variety of forums.,
,,,"Through our longstanding Chase Advisory Panel program, we facilitate regular conversations among senior JPMorgan Chase executives and consumer policy groups, non-profit organizations, civic leaders, trade associations and diverse chambers of commerce, many of which are sources of information and ideas about how the Firm can promote racial equity through our products, services and approaches.",
,,,"In addition, in 2021 we created Community Engagement and National Stakeholder and Policy Engagement teams to further local engagement and two-way dialogue with stakeholders.",
,,,"52 INTRODUCTION ENVIRONMENTALSOCIALGOVERNANCE Corporate Governance and ESG Oversight Stakeholder EngagementRisk ManagementData Privacy and CybersecurityBusiness EthicsPolitical Engagement and Public Policy ESG REPORT APPENDICESStakeholder Group How We Engage SHAREHOLDERS We engage shareholders on important topics including corporate governance, shareholder rights, executive compensation and sustainability.• We communicate to shareholders through our Annual Report and Proxy Statement, Securities and Exchange Commission filings, press releases and the Firm’s website.",
,,,"In addition, we engage with shareholders through quarterly earnings calls, investor meetings and conferences, annual shareholder meetings and other forums.",
,,,"We conduct a formal shareholder outreach program focused on topics including corporate governance, shareholder rights, executive compensation and sustainability.",
,,,"In these meetings, management shares information and provides updates on these topics, addresses questions and solicits shareholders’ perspectives and feedback.",
,,,Directors participate in these meetings as appropriate.,
,,,"Following each shareholder outreach program, shareholders’ areas of focus and feedback are shared with the Board.",
,,,"• In 2021, we had approximately 90 engagements with nearly 70 shareholders, representing approximately 46% of the Firm’s outstanding common stock.",
,,,• We also engage in dialogue with shareholders outside these more formal channels.,
,,,"These engagements provide us with useful feedback, which we consider when developing the Firm’s processes, practices and strategic direction.",
,,,"REGULATORS AND POLICYMAKERS We strive to maintain an open, ongoing dialogue with our global supervisory regulators and other policymakers.",
,,,"We believe that responsible corporate citizenship demands a strong commitment to a healthy and informed democracy through civic and community involvement.• We engage with policymakers on a range of issues, including banking, financial services, cybersecurity, workforce development, small business, tax, trade and inclusive economic growth, among others.",
,,,We engage with regulators as necessary to conduct business and provide commentary on proposed changes to relevant regulations affecting our business.,
,,,"ESG RATERS We recognize that our clients, shareholders and other stakeholders are interested in our performance on a range of ESG matters.",
,,,"We regularly engage with ESG raters to provide them with information relevant to the Firm.• We engage in open, transparent dialogue with rating agencies in order to better understand their methodologies and scoring, correct discrepancies and provide feedback.",
,,,"Our Corporate Sustainability and Investor Relations teams manage our relationships with ESG rating agencies and lead our efforts to identify and implement enhancements to policies, procedures and practices that can improve our ESG performance and address any known issues.",
,,,• We also spend time and resources to educate relevant internal stakeholders about ESG ratings so they are prepared to respond to questions from clients about the subject.,
,,,"RESEARCH ANALYSTS We strive to meet the information needs of members of the investment community, including both financial and ESG analysts and researchers.• We provide extensive information to members of the investment community, including both financial and ESG analysts and researchers, through reports, presentations, quarterly earnings, regulatory filings, conferences and publications on our website.",
,,,"In addition, we respond to surveys and specific information requests, and engage with analysts and researchers through calls and meetings.",
,,,"SUPPLIERS We engage in dialogue with our key suppliers on topics including our ability to operate efficiently and effectively, deliver products and services that meet our clients’ and customers’ needs, manage risk and controls and drive our diversity, equity and inclusion agenda.• We interact with our key suppliers on a frequent basis through various channels, including regular business reviews, ad hoc meetings, phone, town halls and email.",
,,,"We are committed to holding our suppliers to high standards of business conduct and integrity, and we work together to make a positive impact in the communities where we do business.",
,,,53 INTRODUCTION ENVIRONMENTALSOCIALGOVERNANCE Corporate Governance and ESG Oversight Stakeholder EngagementRisk ManagementData Privacy and CybersecurityBusiness EthicsPolitical Engagement and Public Policy ESG REPORT APPENDICESRisk Management Risk is an inherent part of JPMorgan Chase’s business activities.,
,,,"When the Firm extends a loan, advises customers and clients on their investments, makes markets in securities, or offers other products or services, we take on some degree of risk.",
,,,"Our overall objective is to manage our businesses, and the associated risks, in a way that serves our clients, customers and investors while protecting the safety and soundness of the Firm.",
,,,"We focus on understanding different types of risk, as well as what drives such risks and their potential impacts.",
,,,"We generally divide risks into four categories: strategic risk, credit and investment risk, market risk and operational risk.",
,,,"Each line of business and Treasury and CIO is responsible for the ongoing identifying of risks, as well as the design and execution of controls to manage those risks.",
,,,"The Independent Risk Management (""IRM"") function establishes the Firm’s risk-management frameworks.",
,,,It also reviews and challenges risks identified by the lines of business and corporate risk management areas.,
,,,IRM also implements policy and standards with respect to its own processes.,
,,,"The independent status of the IRM function is supported by a governance structure that provides for escalation of risk issues to senior management, the Firmwide Risk Committee and the Board of Directors, as appropriate.",
,,,"For more information on the Firm’s overall approach to risk management, see our Annual Report and Form 10-K.Managing Environmental and Social Risks Our world today faces serious environmental and social challenges, such as climate change, deforestation, lack of water quality and availability, waste generation, human rights issues and the impact of development on communities, that if not adequately addressed could create risks for society and businesses.",
,,,We recognize that our business decisions have the potential to impact the environment and surrounding communities.,
,,,"This is why understanding our clients’ approach to, and performance on, environmental and social matters is an important component of our risk management process, as it helps us make more informed risk decisions, serve our customers responsibly and safeguard our financial resilience.",
,,,"Internal risk policies and standards indicate certain sectors, activities and financial products (primarily for capital markets and lending transactions) subject to environmental and social due diligence, which are evaluated as part of the first and second line of defense processes.",
,,,"IRM may recommend measures to mitigate environmental and social risk – such as enhanced disclosure, changes to transaction documentation or improved performance standards.CLIMATE RISK Climate change is one of the most critical challenges facing society and the environment today.",
,,,JPMorgan Chase is committed to understanding how climate change may influence the risks it manages.,
,,,"This includes evaluating how our businesses, and the activities of our clients and customers, could be impacted through transition or physical risks driven by climate change.",
,,,"Our resiliency planning approach focuses on preparing for the impacts to locations, people, technology and suppliers.",
,,,"We have developed an internal risk classification system that projects how various climate-risk drivers – including physical risks such as extreme weather events, and transition risk as society moves toward net-zero emissions – can translate into potential impacts for our clients, customers and Firm.",
,,,"This system informs our understanding of how climate risk could materialize across the four major risk types we manage: strategic, market, operational and credit and investment risk.",
,,,"We assess these impacts against considerations such as time horizon, business sector and geography to better understand how these risks may emerge within our Firm.",
,,,"The Firm has a dedicated Climate Risk team, which is led by our Firmwide Risk Executive for Climate Risk.",
,,,"The team establishes our internal approach to managing climate risk, including developing relevant policies and standards as well as building our approach to climate risk data.",
,,,The Climate Risk team collaborates with stakeholders across the Firm to integrate climate considerations into line-of-business risk management frameworks.,
,,,We plan to disclose additional detail on our efforts to integrate climate risk into our Firmwide risk management framework in a standalone climate report which we plan to publish later this year.,
,,,HUMAN RIGHTS RISK Identifying and managing human rights risk is another key area of interest for our stakeholders.,
,,,JPMorgan Chase supports fundamental human rights across our lines of business and in each region of the world in which we operate.,
,,,We are guided by the United Nations Universal Declaration of Human Rights and the Guiding Principles on Business and Human Rights as the overarching framework for corporations to respect human rights in their own operations and through their business relationships.,
,,,"We have a range of policies and procedures that pertain to human rights issues, including modern slavery and Indigenous Peoples, across our business and supply chain.",
,,,"We also publish a Modern Slavery Act Statement annually, which outlines practices and policies we have in place to mitigate the potential risk of modern slavery occurring in our business and supply chain.",
,,,"Additional information on our management of environmental and social risks, including publicly available policies and statements, can be found on our website .",
,,,"54 INTRODUCTION ENVIRONMENTALSOCIALGOVERNANCE Corporate Governance and ESG Oversight Stakeholder EngagementRisk ManagementData Privacy and CybersecurityBusiness EthicsPolitical Engagement and Public Policy ESG REPORT APPENDICESData Privacy and Cybersecurity As digital solutions play an ever-larger role in financial services and the economy as a whole, the risk of cyber-attacks and other threats to information security continues to evolve and grow.",
,,,"In addition, the individuals with whom the Firm interacts expect that our data practices are safe and lawful.",
,,,Data privacy and cybersecurity therefore remain top priorities for our Firm.,
,,,"At the same time, greater reliance on remote work due to the COVID-19 pandemic has only further underscored the importance of safe digital solutions and data practices.",
,,,and remediation activities in the Firm.,
